"Question","Answer","Source"
"Bağlanılan numarayı göster (COLP) özelliği nedir?","​Telefonunuzdan arama yaptığınızda, aradığınız numara başka bir numaraya yönlendirme yapmışsa bu bağlanılan numarayı görmek için bu servis aktif edilmelidir. Bu servis şebekeler arasında ve sabit operatörlere doğru çalışmayabilir. Ayrıca yönlendirme yapılan kişi numarasını gizlediyse, bağlanılan numara görünmez.İşlemi 532 5320000 numaralı Müşteri Hizmetlerinden gerçekleştirebilirsiniz.Açma: Aradığım numaranın kime yönlendirildiği görünür.Kapama: Aradığım numaranın kime yönlendirildiği görünmez.","https://www.turkcell.com.tr/destek/hattiniz/sikca-sorulan-sorular/pin-puk-kodu-nedir-bunlari-bloke-edersem-ne-yapmaliyim"
"Bağlanılan numarayı gösterme (COLR) özelliği nedir?","​Size gelen bir yönlendirilmiş çağrıda arayan kişiye numaranızı göstermek istemediğinizde bu servisi aktif edebilirsiniz. Bu servis şebekeler arasında ve sabit operatörlere doğru çalışmayabilir.İşlemi 532 5320000 numaralı Müşteri Hizmetlerinden gerçekleştirebilirsiniz.Açma: Bana yönlendirilen aramalarda numaram görünür.Kapama: Bana yönlendirilen aramalarda numaram görünmez.","https://www.turkcell.com.tr/destek/hattiniz/sikca-sorulan-sorular/puk-kodumu-nasil-ogrenirim"
"Arayan numarayı göster (CLIP) özelliği nedir?","​Sizi arayan kişilerin numarasının telefonunuzda gözükmesi özelliğini bu ayarı kullanarak değiştirebilirsiniz.Tüm abonelerimiz için bu özellik aktiftir, abonelerimizin telefonlarında arayan numaralar gösterilmektedir. Eğer telefonunuz bu özelliği destekliyorsa, telefon ekranında sizi arayan numara görünecektir.Ayarlarınızı değiştirmek için telefonunuz üzerinde aşağıdaki adımları izleyebilirsiniz. Bu ayarları Turkcell Uygulaması>Çağrı Ayarlarım üzerinden de yapabilirsiniz.Aktif yapmak için *30# tuşlayınızİptal etmek için #30# tuşlayınızDurumu kontrol etmek için *#30# tuşlayınız","https://www.turkcell.com.tr/destek/hattiniz/sikca-sorulan-sorular/baglanilan-numarayi-goster-colp-ozelligi-nedir"
"Numaramı gizle (CLIR) özelliği nedir?","​Telefonunuzdan arama yaptığınızda, karşı tarafta numaranızın görünmesini “numaramı gizle” servisi ile yönetebilirsiniz. Servisi aktif yaptığınızda, karşı tarafta numaranız görünmez. İptal ettiğinizde ise karşı tarafta numaranız görünecektir.Tüm abonelerimiz için “numaramı gizle” servisimiz kapalı durumdadır, dışarıya yapılan aramalarda numara gösterilmektedir.Ayarlarınızı değiştirmek için telefonunuz üzerinde aşağıdaki adımları izleyebilirsiniz.Aktif yapmak için *31# tuşlayınızİptal etmek için #31# tuşlayınızDurumu kontrol etmek için *#31# tuşlayınızEğer “numaramı gizle” özelliğiniz aktif değil ise, fakat o an yaptığınız aramada numaranızın görünmesini istemiyorsanız;#31#NUMARA tuşlayınız (NUMARA: Aramak istediğiniz numara)Eğer “numaramı gizle” servisiniz aktif ise, fakat o an yaptığınız aramada numaranızın görünmesini istiyorsanız aşağıdaki şekilde arama yapabilirsiniz;*31# NUMARA tuşlayınız (NUMARA: Aramak istediğiniz numara)Ücretlendirme: Bu servisin kullanımı için ek bir ücret ödemezsiniz.","https://www.turkcell.com.tr/destek/hattiniz/sikca-sorulan-sorular/baglanilan-numarayi-gosterme-colr-ozelligi-nedir"
"Arama kısıtlama özelliği nedir?","​​Bu özellik ile belirli yönlere doğru olan aramaları kısıtlayabilirsiniz. Böylece telefonunuzdan izinsiz kullanımları önlersiniz.Ayarlarınızı değiştirmek için telefonunuz üzerinde aşağıdaki adımları izleyebilirsiniz. Bu ayarları Turkcell Uygulaması>Çağrı Ayarlarım üzerinden de yapabilirsiniz.Aktif yapmak için *33*PIN*# tuşlayınızİptal etmek için #33*PIN# tuşlayınızKontrol etmek için *#33# tuşlayınızB​elirli yönlerde aktif yapmak için *33Y*PIN*# tuşlayınız. (Y: Yönlendirme Kodları)PIN numaranız 1234 olarak tanımlanmıştır.PIN numaranızı değiştirmek için PIN değiştirme bölümüne bakabilirsiniz.Kısıtlama yapabileceğiniz yönleri içeren yön numaraları aşağıda verilmiştir. Acil aramalara telefonunuz her zaman açıktır. Acil numaralara arama kısıtlama için tanım yapılamaz.Yönlendirme kodları:Tüm aramalara kapamaUluslararası aramalara kapamaMobil aramalara kapama0900’lü özel aramalara kapamaUluslararası aramalara ve Mobil aramalara kapamaUluslararası aramalara ve 0900’lü özel aramalara kapamaMobil ve 0900’lü özel aramalara kapamaMobil, Uluslararası ve 0900’lü özel aramalara kapamaÖrneğin; *332*1234*# tuşladığınızda telefonunuz uluslararası giden aramalara kapalı olacaktır.Ücretlendirme: Bu servisin kullanımı için ek bir ücret ödemezsiniz.","https://www.turkcell.com.tr/destek/hattiniz/sikca-sorulan-sorular/arayan-numarayi-goster-clip-ozelligi-nedir"
"Gizli numarayı reddet (ACR) özelliği nedir?","​Gizli numaralardan gelen aramaları kabul etmek istemiyorsanız bu özelliği kullanabilirsiniz.Tüm abonelerimiz için “gizli numarayı reddet” servisimiz kapalı durumdadır, abonelerimize gizli numaralardan çağrı gelebilmektedir.Bu seçenek KAPALI durumda iken, gizli numaralardan arama gelmektedir. Bu seçenek AÇIK durumda iken gizli numaradan arama gelmez. Telefonunuz gizli numaradan gelen aramalara AÇIK iken sizi arayanlar «Gizli Numaradan Çağrı Almadığınız» anonsunu duyarlar. Telefon çağrısı otomatik olarak sonlanır.Ayarlarınızı değiştirmek için telefonunuz üzerinde aşağıdaki adımları izleyebilirsiniz. Bu ayarları Turkcell Uygulaması>Çağrı Ayarlarım üzerinden de yapabilirsiniz.Aktif yapmak için *253# tuşlayınızİptal etmek için #253# tuşlayınızÜcretlendirme: Bu servisin kullanımı için ek bir ücret ödemezsiniz. ​","https://www.turkcell.com.tr/destek/hattiniz/sikca-sorulan-sorular/numarami-gizle-clir-ozelligi-nedir"
"PIN değiştirme özelliği nedir?","​PIN numaranız 1234 olarak tanımlanmıştır.PIN numaranızı telefonunuzun tuşlarını kullanarak değiştirebilirsiniz.PIN değiştirmek için *03*330*ESKİ PIN*YENİ PIN*YENİ PIN*Ücretlendirme: Bu servisin kullanımı için ek bir ücret ödemezsiniz.","https://www.turkcell.com.tr/destek/hattiniz/sikca-sorulan-sorular/arama-kisitlama-ozelligi-nedir"
"Rahatsız etmeyiniz özelliği nedir?","​Telefonunuzu gelen aramalara kapatmak istediğinizde bu özelliği kullanabilirsiniz.Bu özellik aktif olduğunda, dışarıdan size arama gelmez ancak siz telefonunuzdan arama yapabilirsiniz. Bu özelliği iptal ettiğinizde telefonunuza tekrar aramalar gelecektir.Ayarlarınızı değiştirmek için telefonunuz üzerinde aşağıdaki adımları izleyebilirsiniz.Aktif yapmak için *35*PIN*# tuşlayınızİptal etmek için #35*PIN*# tuşlayınızDurumu kontrol etmek için *#35# tuşlayınızPIN numaranız 1234 olarak tanımlanmıştır.PIN numaranızı değiştirmek için PIN değiştirme bölümüne bakabilirsiniz.Ücretlendirme: Bu servisin kullanımı için ek bir ücret ödemezsiniz.","https://www.turkcell.com.tr/destek/hattiniz/sikca-sorulan-sorular/gizli-numarayi-reddet-acr-ozelligi-nedir"
"Gelen tüm aramaları nasıl yönlendiririm?","​Bu seçenek ile gelen tüm aramalar belirleyeceğiniz numaraya yönlendirilir.Ayarlarınızı değiştirmek için telefonunuz üzerinde aşağıdaki adımları izleyebilirsiniz. Bu ayarları Turkcell Uygulaması>Çağrı Ayarlarım üzerinden de yapabilirsiniz.Akt​if yapmak için *21*NUMARA*# tuşlayınızİptal etmek için ##21# tuşlayınızDurumu kontrol etmek için *#21# tuşlayınız*NUMARA: Aramalarınızı yönlendirmek istediğiniz numaradır.","https://www.turkcell.com.tr/destek/hattiniz/sikca-sorulan-sorular/pin-degistirme-ozelligi-nedir"
"Hattım meşgul olduğunda gelen aramaları nasıl yönlendiririm?","​Bu seçenek ile telefon hattınız meşgul olduğunda gelen aramalar belirleyeceğiniz numaraya yönlendirilir.Ayarlarınızı değiştirmek için telefonunuz üzerinde aşağıdaki adımları izleyebilirsiniz. Bu ayarları Turkcell Uygulaması>Çağrı Ayarlarım üzerinden de yapabilirsiniz.Aktif yapmak için *67*NUMARA*# tuşlayınızİptal etmek için ##67# tuşlayınızDurumu kontrol etmek için *#67# tuşlayınız*NUMARA: Aramalarınızı yönlendirmek istediğiniz numaradır.","https://www.turkcell.com.tr/destek/hattiniz/sikca-sorulan-sorular/rahatsiz-etmeyiniz-ozelligi-nedir"
"Telefona cevap verilmediğinde gelen aramaları nasıl yönlendiririm?","Bu seçenek ile telefonunuz 14 saniye çaldıktan sonra cevap vermediğinizde, gelen aramalar belirlediğiniz numaraya yönlenecektir. 14 saniye süresi yaklaşık 4 kez çalmaya karşılık gelmektedir.Ayarlarınızı değiştirmek için telefonunuz üzerinde aşağıdaki adımları izleyebilirsiniz. Bu ayarları Turkcell Uygulaması>Çağrı Ayarlarım üzerinden de yapabilirsiniz.Aktif yapmak için *61*NUMARA*# tuşlayınız.İptal etmek için ##​61# tuşlayınızDurumu kontrol etmek için *#61# tuşlayınız*NUMARA: Aramalarınızı yönlendirmek istediğiniz numaradır.","https://www.turkcell.com.tr/destek/hattiniz/sikca-sorulan-sorular/gelen-tum-aramalari-nasil-yonlendiririm"
"Telefona ulaşılamadığında gelen aramaları nasıl yönlendiririm?","​Ayarlarınızı değiştirmek için telefonunuz üzerinde aşağıdaki adımları izleyebilirsiniz. Bu ayarları Turkcell Uygulaması>Çağrı Ayarlarım üzerinden de yapabilirsiniz.Aktif yapmak için *62*NUMARA*# tuşlayınızİptal etmek için ##62# tuşlayınızDurumu kontrol etmek için *#62# tuşlayınız*NUMARA: Aramalarınızı yönlendirmek istediğiniz numaradır.","https://www.turkcell.com.tr/destek/hattiniz/sikca-sorulan-sorular/hattim-mesgul-oldugunda-gelen-aramalari-nasil-yonlendiririm"
"Özel Servis Numaraları","​​​​​​​​​​Cep telefonununuzdan kısa numaralara yaptığınız aramaların ücretlendirme detayları aşağıdaki gibidir. Fiyatlara KDV ve ÖİV dahildir. Vergiler hakkında detaylı bilgi içintıklayınız​.​​Servis AdıNumara​Faturalı ve Ön Ödemeli HatlarSes ÇağrılarıÜcretlendirmePeriyodu​Faturalı ve Ön Ödemeli HatlarSMSÜcretlendirmePeriyoduTurkcell Bilinmeyen No​​118328,80 TL / dakika60 sn​--​RA TELEKOM​11822​8,90 TL / Dakika​60 sn​12 TL/AdetAdet​BN TELEKOM​11880​42,99 TL/ Dakika​60 sn​-​​-​​CALLTURK Rehberlik Hizmetleri​11858​79,90 TL/ Dakika ​​60 sn-​-​PLUSS TELEKOM​11899​49,00 TL / Dakika​​60 sn​98,00 TL/Adet​AdetTT Bilinmeyen No118111,25 TL / dakika60 sn--TT Mobil Bilinmeyen No118558​,84 TL / dakika60 sn--Vodafone Bilinmeyen No118421,25 TL / dakika60 sn--118 Telekomünikasyon Hizmetleri11834​79,95 TL/dakika​​60 sn​​139,00 TL/AdetAdet​Mobilişim İletişim A.Ş11877​139,00 TL/dakika60 sn​139,00 TL/AdetAdet​YANGIN İHBAR *110ÜCRETSİZÜCRETSİZ--SIHHI İMDAT *112ÜCRETSİZÜCRETSİZ--ALO KIYI EMNİYET *151ÜCRETSİZÜCRETSİZ--POLİS İMDAT *155ÜCRETSİZÜCRETSİZ--JANDARMA İMDAT *156ÜCRETSİZÜCRETSİZ--İNSAN TİCARETİ MAĞDURLARINA YARDIM VE İHBAR HATTI *157ÜCRETSİZÜCRETSİZ--ALO SAHİL GÜVENLİK *158ÜCRETSİZÜCRETSİZ--ALO KARAYOLLARI *159ÜCRETSİZÜCRETSİZ--TÜRKİYE KIZILAY DERNEĞİ *168ÜCRETSİZÜCRETSİZ--ORMAN YANGIN İHBAR *177ÜCRETSİZÜCRETSİZ--ALO AFAD122ÜCRETSİZÜCRETSİZ--GÜMRÜK MÜSTEŞARLIĞI136ÜCRETSİZÜCRETSİZ--ALO SOSYAL YARDIM HATTI144ÜCRETSİZÜCRETSİZ--ALO TRAFİK154ÜCRETSİZÜCRETSİZ--Kadın Ve Sosyal Hizmetler183ÜCRETSİZÜCRETSİZ--ALO DOKTORUM YANIMDA113Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ZEHİR DANISMA114Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.POSTA KODU DANISMA119Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.TELEFON ARIZA121Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ALO DASK125Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.KABLOLU TV DANIŞMA126Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ALO VAN ERÇİŞ EĞİTİM BAKANLIĞI İLETİŞİM MERKEZİ147Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.BAŞBAKANLIK İLETİŞİM MERKEZİ150Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.BOTAŞ İHBAR HATTI152Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ALO ZABITA153Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.E DEVLET KAPISI ÇAĞRI MERKEZİ160Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.TELEKOM BORÇ SORMA163Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ALO INTERNET BILGI IHBAR166Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ALO POSTA169Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ÇALIŞMA VE SOSYAL GUVENLİK170Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.UYUŞTURUCU BİLGİ191Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ALO ATEK172Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ALO İZCİ KAN BİLGİ MERKEZİ173Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ALO GIDA174Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ALO TÜKETİCİ175Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.RTÜK178Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ALO VALİLİK179Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.İŞ VE İŞÇİ BULMA180Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ÇEVRE BİLGİ181Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müş​terilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.MHRS (Merkezi Hastane Randevu Sistemi)182Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.SAĞLIK DANIŞMA184184 aramaları ücretsizdir, müşterilerin paketlerinden düşmez.SU ARIZA185Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.ELEKTRİK ARIZA186Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.GAZ ARIZA187Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.CENAZE HİZMETLERİ188Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.VERGİ DANIŞMA189Ses paketi olan müşterilerin paketindeki sabit hat yönüne olan dakikalarından düşer, ses paketi olmayan müşterilerin ise tarifesinin sabit hat yönüne olan ücreti ve ücretlendirme periyodu ile aynıdır.* Hattınızın geçici olarak aramalara kapatılması durumunda da tabloda yer alan ücretsiz kısa numaraları arayabilirsiniz.444' lü Aramalar (Faturalı Müşterilerimiz)Ücretlendirelecek NumaralarSes Paketi Olan MüşterilerSes Paketi Olmayan MüşterilerSes Paketini Aşan Müşteriler444'lü numaralarSes Paketindeki Sabit Hat Yönüne DakikalarındanSabit hat yönüne ücreti ve ücretlendirme periyoduyla aynıSabit hat yönüne tarifesinin dakika başına paket aşım ücreti755'li numaralarSes Paketindeki Turkcell Yönüne DakikalarındanTurkcell yönüne ücreti ve ücretlendirme periyoduyla aynıTurkcell yönüne tarifesinin dakika başına paket aşım ücreti532 yada 0532 532 0000Turkcell Çağrı Merkezi​Turkcell ve Turkcell Superonline Ses Müşterilerimiz için ücretsizdir.Turkcell ve Turkcell Superonline Ses Müşterilerimiz için ücretsizdir.Turkcell ve Turkcell Superonline Ses Müşterilerimiz için ücretsizdir.​​850'li numaralar​Ses paketindeki sabit hat yönüne dakikalardanSabit hat yönüne ücreti ve ücretlendirme periyoduyla aynı​Sabit hat yönüne tarifesinin dakika başına paket aşım ücreti​1 ile başlayan ücretli 3 haneli numaralarSes Paketindeki Sabit Hat Yönüne DakikalarındanSabit hat yönüne ücreti ve ücretlendirme periyoduyla aynıSabit hat yönüne tarifesinin dakika başına paket aşım ücretiTurkcell’in söz konusu hizmetin ticari amaçlarla veya haberleşme amacı dışında kullanılması ve suistimal hallerinde kullanımları kısıtlama hakkı saklıdır.Turkcell müşteri menfaatini korumak amacıyla, hukuka aykırı ya da hileli bir faaliyetin varlığı veya bu hususta haklı şüphe bulunması durumunda hizmetin kısıtlanması veya durdurulması hakkını saklı tutar.Hattınızı yurt dışında kullanırken 444’lü numaralara yaptığınız aramalar yukarıda belirtilen ücretler üzerinden değil, kullanmakta olduğunuz yurt dışı tarifesinden ücretlendirilir.Yukarıdaki numaralar dışındaki 118’li numaralar, kısa numaralar, yarışma servisleri, sohbet hatları, bilgi ve danışma numaraları, tüm katma değerli hizmet sunulan numaralarına doğru yapılan arama ücretleri yararlanmakta olduğunuz tarifedeki ücretlendirmelerden farklıdır, tarifenizde belirtilen ücretler veya var ise ücretsiz görüşme süreleri bu servisleri kapsamamaktadır.Turkcell hatları ile 0800 ile başlayan numaralar aranamaz.​444'lü Aramalar (Faturasız Müşterilerimiz)Ücretlendirelecek NumaralarSes Paketi Olan MüşterilerSes Paketi Olmayan Müşteriler444'lü numaralarSes Paketindeki Sabit Hat Yönüne DakikalarındanTarifenizin sabit hat yönüne ücreti ve ücretlendirme periyoduyla aynı755'li numaralarSes Paketindeki Turkcell Yönüne DakikalarındanTarifenizin Turkcell yönüne ücreti ve ücretlendirme periyoduyla aynı532 yada 0532 532 0000​ ​Turkcell Çağrı Merkezi​Turkcell ve Turkcell Superonline Ses Müşterilerimiz için ücretsizdir.​Turkcell ve Turkcell Superonline Ses Müşterilerimiz için ücretsizdir.​850'li numaralar​​Ses paketindeki sabit hat yönüne dakikalardanSabit hat yönüne ücreti ve ücretlendirme periyoduyla aynı​1 ile başlayan ücretli 3 haneli numaralarSes Paketindeki Sabit Hat Yönüne DakikalarındanTarifenizin sabit hat yönüne ücreti ve ücretlendirme periyoduyla aynıTurkcell’in söz konusu hizmetin ticari amaçlarla veya haberleşme amacı dışında kullanılması ve suistimal hallerinde kullanımları kısıtlama hakkı saklıdır.Turkcell müşteri menfaatini korumak amacıyla, hukuka aykırı ya da hileli bir faaliyetin varlığı veya bu hususta haklı şüphe bulunması durumunda hizmetin kısıtlanması veya durdurulması hakkını saklı tutar.Hattınızı yurt dışında kullanırken 444’lü numaralara ​yaptığınız aramalar yukarıda belirtilen ücretler üzerinden değil, kullanmakta olduğunuz yurt dışı tarifesinden ücretlendirilir.Yukarıdaki numaralar dışındaki 118’li numaralar, kısa numaralar, yarışma servisleri, sohbet hatları, bilgi ve danışma numaraları, tüm katma değerli hizmet sunulan numaralarına doğru yapılan arama ve sms gönderimleri ücretleri yararlanmakta olduğunuz tarifedeki ücretlendirmelerden farklıdır, tarifenizde belirtilen ücretler veya var ise ücretsiz görüşme süreleri bu servisleri kapsamamaktadır.Turkcell hatları ile 0800 ile başlayan numaralar aranamaz.Tüm 444'lü numaraların arama ücreti 1 Mayıs 2012 tarihinde değiştirilmiştir.​","https://www.turkcell.com.tr/destek/hattiniz/sikca-sorulan-sorular/telefona-cevap-verilmediginde-gelen-aramalari-nasil-yonlendiririm"
